Orthogroup	Botrbrau1_GeneCatalog_proteins_20200805.aa	Other
OG0000099	jgi|Botrbrau1|2286|Bobra.101_2s0109.1, jgi|Botrbrau1|2287|Bobra.101_2s0110.1, jgi|Botrbrau1|2288|Bobra.101_2s0111.1	jgi|Chleu1|453|rna-CEUSTIGMA_g2409.t1
OG0000149	jgi|Botrbrau1|4359|Bobra.105_2s0007.2, jgi|Botrbrau1|4358|Bobra.105_2s0007.1, jgi|Botrbrau1|4360|Bobra.105_2s0008.1, jgi|Botrbrau1|23380|Bobra.0051s0031.1, jgi|Botrbrau1|23385|Bobra.0051s0033.1, jgi|Botrbrau1|23384|Bobra.0051s0033.2, jgi|Botrbrau1|22904|Bobra.0065s0056.1, jgi|Botrbrau1|6579|Bobra.0189s0006.1, jgi|Botrbrau1|4006|Bobra.0016s0017.1, jgi|Botrbrau1|4007|Bobra.0016s0017.2, jgi|Botrbrau1|6335|Bobra.0339s0042.1	jgi|Chleu1|8007|rna-CEUSTIGMA_g6397.t1, jgi|Chleu1|8008|rna-CEUSTIGMA_g6398.t1
OG0000189	jgi|Botrbrau1|1838|Bobra.146_1s0032.1	jgi|ChlNC64A_1|28926|e_gw1.83.1.1
OG0000284	jgi|Botrbrau1|19785|Bobra.0124s0033.1	jgi|ChlNC64A_1|133855|IGS.gm_10_00146
OG0000284	jgi|Botrbrau1|19785|Bobra.0124s0033.1	jgi|Auxeprot1|1050|XM_011400711.1
OG0000284	jgi|Botrbrau1|19785|Bobra.0124s0033.1	jgi|Astpho2|369|Aster-02244, jgi|Astpho2|370|Aster-02243
OG0000284	jgi|Botrbrau1|19785|Bobra.0124s0033.1	jgi|Volca2_1|12004|Vocar.0047s0062.1
OG0000284	jgi|Botrbrau1|19785|Bobra.0124s0033.1	jgi|Chleu1|12912|rna-CEUSTIGMA_g9970.t1, jgi|Chleu1|12179|rna-CEUSTIGMA_g9452.t1
OG0000381	jgi|Botrbrau1|4269|Bobra.0390s0009.1	GTX0465b1_008512-T1
OG0000416	jgi|Botrbrau1|4789|Bobra.0325s0011.1	GTX0493b23_010599-T1
OG0000416	jgi|Botrbrau1|4789|Bobra.0325s0011.1	coassemb195_001971-T1
OG0000416	jgi|Botrbrau1|4789|Bobra.0325s0011.1	GTX0465b1_001181-T1
OG0000416	jgi|Botrbrau1|4789|Bobra.0325s0011.1	jgi|Chabra1|336826|rna-CBR_g29309
OG0000488	jgi|Botrbrau1|20449|Bobra.145_2s0013.1	GTX0493b23_007863-T1
OG0000495	jgi|Botrbrau1|9156|Bobra.160_3s0028.1	jgi|Volca2_1|5644|Vocar.0002s0407.1
OG0000511	jgi|Botrbrau1|23122|Bobra.0243s0052.1, jgi|Botrbrau1|13339|Bobra.0334s0015.1	GTX0465b1_009932-T1
OG0000549	jgi|Botrbrau1|15267|Bobra.0382s0008.1	jgi|Chloso1228_1|7560|CSI_122800001903-RA
OG0000549	jgi|Botrbrau1|15267|Bobra.0382s0008.1	jgi|ChlNC64A_1|145396|IGS.gm_9_00203
OG0000597	jgi|Botrbrau1|6245|Bobra.0129s0001.1, jgi|Botrbrau1|6246|Bobra.0129s0001.2	jgi|ChlNC64A_1|135455|IGS.gm_133_00001
OG0000637	jgi|Botrbrau1|5427|Bobra.182_1s0029.1	GTX0468b53_012254-T1
OG0000637	jgi|Botrbrau1|5427|Bobra.182_1s0029.1	jgi|Auxeprot1|4879|XM_011403963.1
OG0000743	jgi|Botrbrau1|11249|Bobra.0038s0021.1	GTX0493b23_012273-T1
OG0000772	jgi|Botrbrau1|11983|Bobra.0115s0019.1, jgi|Botrbrau1|21035|Bobra.0144s0046.1	coassemb195_005985-T1
OG0000791	jgi|Botrbrau1|9707|Bobra.0388s0002.1	jgi|Auxeprot1|91|XM_011399828.1
OG0000791	jgi|Botrbrau1|9707|Bobra.0388s0002.1	jgi|ChlNC64A_1|57929|estExt_fgenesh3_pg.C_110039
OG0000791	jgi|Botrbrau1|9707|Bobra.0388s0002.1	jgi|Chloso1228_1|11629|CSI_122800005994-RA
OG0000791	jgi|Botrbrau1|9707|Bobra.0388s0002.1	jgi|Volca2_1|8112|Vocar.0028s0159.1
OG0000791	jgi|Botrbrau1|9707|Bobra.0388s0002.1	jgi|Chleu1|1413|rna-CEUSTIGMA_g11502.t1, jgi|Chleu1|7945|rna-CEUSTIGMA_g13967.t1
OG0000860	jgi|Botrbrau1|4087|Bobra.152_3s0038.1, jgi|Botrbrau1|17959|Bobra.50_1s0051.1	jgi|Chleu1|12095|rna-CEUSTIGMA_g9368.t1
OG0001014	jgi|Botrbrau1|10380|Bobra.146_2s0018.1	jgi|Chloso1228_1|5601|CSI_122800001485-RA
OG0001029	jgi|Botrbrau1|17197|Bobra.126_1s0002.1	coassemb195_006999-T1
OG0001110	jgi|Botrbrau1|23482|Bobra.106_1s0034.1	jgi|Chleu1|1844|rna-CEUSTIGMA_g11701.t1
OG0001112	jgi|Botrbrau1|17360|Bobra.0015s0101.1	GTX0465b1_011031-T1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	GTX0493b23_012339-T1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	coassemb195_010451-T1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	GTX0468b53_007635-T1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	GTX0465b1_009617-T1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|Ulvmu1|12553|UM090_0040.1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|Chleu1|10861|rna-CEUSTIGMA_g1604.t1
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|Chloso1228_1|5559|CSI_122800001443-RA
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|ChlNC64A_1|142940|IGS.gm_5_00269
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|Chabra1|335140|rna-CBR_g26201
OG0001123	jgi|Botrbrau1|4870|Bobra.0032s0026.1	jgi|Chleu1|10861|rna-CEUSTIGMA_g1604.t1
OG0001141	jgi|Botrbrau1|8326|Bobra.0081s0015.1, jgi|Botrbrau1|8321|Bobra.0081s0010.1, jgi|Botrbrau1|16852|Bobra.150_2s0074.1, jgi|Botrbrau1|14599|Bobra.242_2s0009.1, jgi|Botrbrau1|14600|Bobra.242_2s0010.1, jgi|Botrbrau1|8323|Bobra.0081s0012.1, jgi|Botrbrau1|8327|Bobra.0081s0016.1	jgi|Chleu1|8194|rna-CEUSTIGMA_g6561.t1
OG0001198	jgi|Botrbrau1|890|Bobra.0167s0013.1	coassemb195_011648-T1
OG0001356	jgi|Botrbrau1|13295|Bobra.27_2s0015.1	coassemb195_007096-T1
OG0001359	jgi|Botrbrau1|15796|Bobra.4_1s0147.1	jgi|Chloso1228_1|8685|CSI_122800002603-RA
OG0001392	jgi|Botrbrau1|22297|Bobra.0138s0049.1	jgi|Chloso1228_1|11235|CSI_122800005600-RA
OG0001540	jgi|Botrbrau1|3926|Bobra.0365s0002.1	GTX0468b53_001763-T1
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	jgi|ChlNC64A_1|54323|fgenesh3_pg.C_scaffold_21000059
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	jgi|Chloso1228_1|4838|CSI_122800009974-RA
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	jgi|Auxeprot1|1403|XM_011401064.1
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	jgi|Astpho2|8343|gw1.00122.117.1_t
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	jgi|TrebA12_1|4408|rna-gnl|WGS_VXIU|FRX49_00871-mRNA-1_mrna_FRX49_00871
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	coassemb195_003370-T1
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	GTX0493b23_010960-T1
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	GTX0468b53_006135-T1
OG0001590	jgi|Botrbrau1|21052|Bobra.0144s0053.1, jgi|Botrbrau1|21053|Bobra.0144s0053.2	GTX0465b1_009359-T1
OG0001659	jgi|Botrbrau1|9885|Bobra.0080s0019.1, jgi|Botrbrau1|9888|Bobra.0080s0019.3, jgi|Botrbrau1|9887|Bobra.0080s0019.4, jgi|Botrbrau1|9886|Bobra.0080s0019.2	jgi|Chloso1228_1|6015|CSI_122800010113-RA
OG0001729	jgi|Botrbrau1|12672|Bobra.67_1s0036.1, jgi|Botrbrau1|13083|Bobra.0187s0043.2, jgi|Botrbrau1|13082|Bobra.0187s0043.1	jgi|Auxeprot1|4295|XM_011403380.1
OG0001729	jgi|Botrbrau1|12672|Bobra.67_1s0036.1, jgi|Botrbrau1|13083|Bobra.0187s0043.2, jgi|Botrbrau1|13082|Bobra.0187s0043.1	jgi|ChlNC64A_1|143849|IGS.gm_6_00423
OG0001729	jgi|Botrbrau1|12672|Bobra.67_1s0036.1, jgi|Botrbrau1|13083|Bobra.0187s0043.2, jgi|Botrbrau1|13082|Bobra.0187s0043.1	jgi|Chloso1228_1|4396|CSI_122800009532-RA
OG0001729	jgi|Botrbrau1|12672|Bobra.67_1s0036.1, jgi|Botrbrau1|13083|Bobra.0187s0043.2, jgi|Botrbrau1|13082|Bobra.0187s0043.1	jgi|Volca2_1|15652|Vocar.0009s0077.1
OG0001747	jgi|Botrbrau1|6511|Bobra.0034s0084.1	GTX0468b53_011301-T1
OG0001754	jgi|Botrbrau1|23510|Bobra.106_1s0061.1, jgi|Botrbrau1|23511|Bobra.106_1s0061.2	jgi|Chleu1|8411|rna-CEUSTIGMA_g1093.t1
OG0001889	jgi|Botrbrau1|2435|Bobra.0395s0056.1	jgi|Chleu1|84|rna-CEUSTIGMA_g84.t1
OG0001889	jgi|Botrbrau1|2435|Bobra.0395s0056.1	GTX0493b23_005665-T1
