TranscriptID	ptm	avg_lddt	input_file	last_position_in_SP
FUN_000013-T1	0.38	63.4217155506364	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000013-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	21
FUN_000051-T1	0.72	75.6155024213075	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000051-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	18
FUN_000052-T1	0.38	43.5068049535604	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000052-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	25
FUN_000085-T1	0.88	90.6537571964956	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000085-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	26
FUN_000098-T1	0.28	35.6463559969442	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000098-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	22
FUN_000099-T1	0.88	90.5046962457338	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000099-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	18
FUN_000106-T1	0.72	68.6358033240997	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000106-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	18
FUN_000162-T1	0.14	48.1646551724138	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000162-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	18
FUN_000163-T1	0.86	91.5086282994375	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000163-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	17
FUN_000182-T1	0.88	88.4084069364162	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000182-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	17
FUN_000197-T1	0.71	78.9493566992014	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000197-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	27
FUN_000203-T1	0.79	80.681875	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000203-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	38
FUN_000212-T1	0.22	34.1665584415584	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000212-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_000271-T1	0.22	35.3654056829853	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000271-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	17
FUN_000306-T1	0.82	82.7396371552975	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000306-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_000324-T1	0.43	47.7180602150538	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000324-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	34
FUN_000327-T1	0.32	34.8110979020979	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000327-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	25
FUN_000358-T1	0.9	92.8064240575289	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000358-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000361-T1	0.61	83.9682086479067	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000361-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	17
FUN_000377-T1	0.72	71.8659165154265	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000377-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	21
FUN_000388-T1	0.62	66.8833666904932	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000388-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	20
FUN_000401-T1	0.32	41.2498748435544	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000401-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	23
FUN_000410-T1	0.77	83.456214511041	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000410-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	28
FUN_000434-T1	0.25	29.3981233421751	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000434-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	22
FUN_000439-T1	0.63	67.3385231736057	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000439-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	17
FUN_000452-T1	0.73	74.8272019793072	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000452-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	24
FUN_000458-T1	0.71	79.0484066115702	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000458-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_000467-T1	0.52	52.5161757526444	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000467-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	19
FUN_000470-T1	0.13	46.2253178807947	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000470-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	16
FUN_000471-T1	0.82	85.0459391036606	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000471-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	25
FUN_000479-T1	0.56	55.8274030243261	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000479-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	22
FUN_000516-T1	0.54	53.6714202898551	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000516-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000540-T1	0.88	90.8027236315087	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000540-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	24
FUN_000553-T1	0.88	90.1010470527404	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000553-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	23
FUN_000606-T1	0.19	29.4855626223092	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000606-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	22
FUN_000609-T1	0.35	44.4267201426025	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000609-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	21
FUN_000626-T1	0.5	67.5224705882353	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000626-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	19
FUN_000630-T1	0.38	59.0970543933054	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000630-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000633-T1	0.68	71.5426180087267	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000633-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	25
FUN_000639-T1	0.29	59.6340451977401	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000639-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	20
FUN_000644-T1	0.73	74.3584248878924	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000644-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	26
FUN_000646-T1	0.74	80.3358778089888	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000646-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_000655-T1	0.43	41.3381087613293	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000655-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000656-T1	0.76	80.4932439335888	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000656-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	21
FUN_000697-T1	0.23	40.3197523219814	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000697-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	22
FUN_000698-T1	0.54	56.442798102981	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000698-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_000700-T1	0.48	53.5545712006382	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000700-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	17
FUN_000709-T1	0.57	66.5613878326996	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000709-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000719-T1	0.8	85.0508157580581	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000719-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	17
FUN_000737-T1	0.24	33.3794324853229	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000737-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	23
FUN_000740-T1	0.7	69.4305255813953	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000740-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	25
FUN_000747-T1	0.83	80.6267993129115	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000747-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	20
FUN_000801-T1	0.69	79.0530671736375	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000801-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	17
FUN_000813-T1	0.38	45.9498145695364	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000813-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	18
FUN_000833-T1	0.81	86.0734175882043	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000833-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000850-T1	0.57	75.5898905908096	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000850-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_000861-T1	0.73	75.4191849935317	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000861-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	24
FUN_000923-T1	0.92	92.4879089790898	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000923-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_000933-T1	0.69	72.2349743589744	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000933-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	27
FUN_000935-T1	0.89	92.9900811359026	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000935-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_000953-T1	0.18	28.4330927152318	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_000953-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	24
FUN_001001-T1	0.2	57.5248825065274	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001001-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	25
FUN_001002-T1	0.67	70.5784014369106	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001002-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	22
FUN_001015-T1	0.79	89.2372761545712	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001015-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	19
FUN_001028-T1	0.63	65.7063843648208	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001028-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	24
FUN_001042-T1	0.31	43.1237203166227	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001042-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	23
FUN_001051-T1	0.7	76.8438464031108	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001051-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	18
FUN_001063-T1	0.19	57.2135790598291	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001063-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	17
FUN_001066-T1	0.66	74.8957448706512	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001066-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	18
FUN_001083-T1	0.64	71.4236187845304	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001083-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	21
FUN_001094-T1	0.51	73.5415921706106	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001094-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	22
FUN_001103-T1	0.16	51.9177926829268	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001103-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	18
FUN_001104-T1	0.72	77.5169470314319	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001104-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	21
FUN_001123-T1	0.51	69.0760259032038	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001123-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	20
FUN_001127-T1	0.67	78.8579045712379	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001127-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	19
FUN_001136-T1	0.38	49.4373319027182	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001136-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	20
FUN_001150-T1	0.91	91.2314976465554	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001150-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	26
FUN_001160-T1	0.53	59.1644760479042	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001160-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	22
FUN_001183-T1	0.44	47.4323945147679	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001183-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	18
FUN_001259-T1	0.81	82.6567064784654	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001259-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	23
FUN_001263-T1	0.8	83.2060501792115	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001263-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	24
FUN_001264-T1	0.9	92.0969465648855	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001264-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_001304-T1	0.39	65.8146765249538	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001304-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_001455-T1	0.72	76.0517461245978	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001455-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	21
FUN_001458-T1	0.64	79.9462947903431	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001458-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	23
FUN_001461-T1	0.28	37.1476186440678	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001461-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	21
FUN_001516-T1	0.71	79.625733805668	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001516-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_001550-T1	0.44	59.1510323791647	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001550-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	18
FUN_001599-T1	0.83	88.3205029411765	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001599-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	18
